tier,word,utterance_type,object_present,speaker,timestamp,basic_level,comment
*FAN,sandwich,d,y,MOT,19498280_19500320,sandwich
*FAN,sandwich,i,y,MOT,19593500_19595010,sandwich
*FAN,sandwich,q,y,MOT,21305160_21308400,sandwich
*FAN,school,d,n,MOT,14809090_14812160,school
*OLN,seat,q,y,MOT,14903170_14906870,NA
*MAF,seat+belts,s,n,TVN,7008800_7010560,seat+belt
*MAF,seat+belts,s,n,TVN,7014450_7016880,seat+belt
*OLN,seat+belts,s,n,TVN,7016880_7020060,seat+belt
*OLN,seat+belts,s,n,TVN,7016880_7020060,seat+belt
*MAF,seat+belts,s,n,TVN,7020700_7021980,seat+belt
*FAN,shape+sorter,q,y,MOT,4112060_4113100,shape+sorter
*OLN,shirt,q,y,MOT,5831720_5833620,shirt
*FAN,shoe,i,y,MOT,14397160_14400620,shoe
*FAN,shoe,d,y,MOT,15475790_15476990,shoe
*FAN,shoe,d,y,MOT,16682280_16683080,shoe
*FAN,shoes,d,y,MOT,14158820_14161200,shoe
*OLN,shorts,i,n,MOT,4913990_4918120,shorts
*MAN,shower,d,n,FAT,6821080_6822650,shower
*OLN,sink,d,y,MOT,4791810_4792610,sink
*FAN,skin,d,y,MOT,17511030_17512840,NA
*FAN,snail,d,y,MOT,4079720_4085070,snail
*TVN,snow,d,n,MOT,16628870_16630970,NA
*TVN,snow,d,n,MOT,16630970_16631980,NA
*CHN,soap,d,y,MOT,21437330_21438130,soap
*FAN,sock,q,y,MOT,14106250_14107530,sock
*FAN,socks,d,y,MOT,14138440_14139590,sock
*CXN,soup,n,n,MOT,18928280_18929590,soup
*FAN,spinach,d,y,MOT,19680410_19682780,spinach
*CXN,spinach,d,y,SIS,19713630_19715350,spinach
*CXN,spinach,d,y,SIS,19716480_19718710,spinach
*FAN,square,q,y,MOT,4154130_4155320,square
*FAN,star,q,y,MOT,4369010_4370010,star
*CHN,stars,q,y,MOT,4173580_4174190,star
*OLN,stool,i,y,MOT,5233660_5238290,stool
*FAF,sweater,d,y,MOT,5108940_5109740,sweater
*OLN,sweater,d,y,MOT,14297210_14301360,sweater
*FAN,sweaters,d,n,MOT,4384480_4385480,sweater
*OLN,table,d,y,MOT,20842120_20845210,table
*FAN,tattoo,q,y,MOT,17500980_17501980,NA
*OLN,tattoo,d,y,MOT,17517830_17518630,NA
*CHN,teeth,q,y,MOT,3959190_3960420,tooth
*FAN,teeth,q,y,MOT,3967540_3969100,tooth
*FAN,teeth,d,n,MOT,4067790_4068890,tooth
*FAN,teeth,d,n,MOT,20797680_20799680,tooth
*FAN,tissue,d,y,MOT,14215600_14217280,tissue
*FAN,toes,d,y,MOT,14140390_14141420,toe
*CXN,toes,d,y,MOT,21685990_21687930,toe
*OLN,toilet,i,y,MOT,5223630_5230650,toilet
*FAN,toilet,i,y,MOT,21659570_21661600,toilet
*OLN,toilet,i,y,MOT,21665080_21666090,toilet
*CXN,toilet,i,y,MOT,21838700_21841270,toilet
*FAN,tomato,d,n,MOT,21082430_21083870,tomato
*FAN,tooth,d,y,MOT,3961130_3962970,tooth
*OLF,tooth,d,y,MOT,3965380_3966190,tooth
*FAN,tooth,d,y,MOT,4071800_4074470,tooth
*FAN,tooties,d,y,MOT,21490880_21494300,tooty
*OLN,toy,d,y,MOT,21610110_21610960,NA
*OLN,toys,d,y,MOT,5432450_5434880,NA
*TVN,toys,d,n,MOT,16659310_16660140,NA
*FAN,toys,d,y,MOT,21610960_21612250,NA
*FAN,toys,d,n,MOT,21957250_21958330,NA
*FAN,triangle,q,y,MOT,4132650_4133650,triangle
*FAN,triceratops,q,n,MOT,5936530_5939040,triceratops
*FAN,triceratops,q,n,MOT,19211310_19212760,triceratops
*FAN,underwear,d,n,MOT,4918120_4919840,undies
*FAN,undies,d,y,MOT,14129470_14135690,undies
*OLN,undies,i,y,MOT,21662400_21663200,undies
*FAN,undies,i,y,MOT,21673960_21676250,undies
*CXN,vegetables,d,n,MOT,5950390_5951670,NA
*OLN,vegetables,n,n,MOT,5954340_5957680,NA
*FAN,vest,d,y,MOT,5110340_5112310,vest
*OLN,vest,d,y,MOT,5114810_5115610,vest
*CXN,wallet,d,y,MOT,14733610_14734230,wallet
*FAN,washcloth,i,y,MOT,17550700_17552080,cloth
*OLN,water,q,n,MOT,4574110_4576350,water
*OLN,water,q,n,MOT,14520610_14521590,water
*OLN,water,q,n,MOT,14523330_14525630,water
*FAN,water,q,n,MOT,14750970_14752150,water
*CXN,water,n,n,MOT,19035690_19037120,water
*CXN,water,n,n,MOT,19035690_19037120,water
*FAN,water,q,n,MOT,19038730_19039360,water
*FAN,water,d,y,MOT,19272030_19273510,water
*FAN,water,q,y,MOT,21120660_21121660,water
*CHN,water,n,y,MOT,21460550_21461070,water
*OLN,water,n,y,MOT,21468510_21469410,water
*FAN,water,q,y,MOT,21865980_21867560,water
*CHN,wawa,n,y,CHI,19107460_19108450,water
*FAN,wawa,d,y,MOT,19108450_19109860,water
*MAN,wheels,s,n,TVN,6957190_6958710,wheel
*TVF,wheels,s,n,TVN,7101000_7103140,wheel
*MAF,wheels,s,n,TVN,7106650_7107710,wheel
*OLF,window,s,n,TVN,7104280_7106650,window
*OLF,window,s,n,TVN,7104280_7106650,window
*OLN,windows,d,y,MOT,3733660_3738970,window
*TVF,wipers,s,n,TVN,7063380_7064510,wiper
*FAF,wipes,d,n,MOT,15675840_15677290,wipe
*FAN,wipes,d,y,MOT,15835500_15836710,wipe
*OLN,x,q,y,MOT,4194150_4195470,x
